
  1.0000     21.54    0.01       1.000    21.54
  1.0000     46.41    0.01       1.000    46.41
  1.0000    100       0.01       1.000    100.00
  1.0000      0.4641  0.1       1.11904   0.4799
  1.0000      1       0.1       1.1       1
  1.0000      2.154   0.1       1.0814    2.042
  1.0000      4.641   0.1       1.0671    3.96
  1.0000     10       0.1       1.0573    7.02
  1.0000     21.54    0.1       1.0536   10.9 
  1.0000     46.41    0.1       1.0513   14.6
  1.0000    100       0.1       1.0498   16.5
  1.0000      0.4641  0.46425   1.54749   0.5258
  1.0000      1       0.4641    1.4641    1
  1.0000      2.154   0.4641    1.3824    1.75 
  1.0000      4.641   0.4641    1.321     2.60
  1.0000     10       0.4641    1.283     3.26
  1.0000     21.54    0.4641    1.263     3.63
  1.0000    46.41     0.4641    1.253     3.81
  1.0000    100       0.4641    1.248     3.89
  1.0000      0.4641  1.0000    2.1657    0.5707
  1.0000      1       1.0000    2.000     1
  1.0000      2.154   1.0000    1.840     1.512
  1.0000      4.641   1.0000    1.724     1.84
  1.0000     10       1.0000    1.658     1.95
  1.0000     21.54    1.0000    1.625     1.98
  1.0000     46.41    1.0000    1.610     1.98
  1.0000    100       1.0000    1.602     1.98
  1.0000      0.4641  2.1547    3.4648    0.6314
  1.0000      1       2.154     3.154     1
  1.0000      2.154   2.154     2.867     1.283
  1.0000      4.641   2.154     2.685     1.338
  1.0000     10       2.154     2.600     1.327
  1.0000     21.54    2.154     2.562     1.308
  1.0000     46.41    2.154     2.543     1.288
  1.0000    100       2.154     2.536     1.287
  1.0000      0.4641 10.00     11.986     0.768 
  1.0000      1      10.00     11.000     1
  1.0000      2.154  10.00     10.377     1.0498
  1.0000      4.641  10.00     10.174     1.0300
  1.0000     10      10.00     10.1243    1.0219
  1.0000     21.54   10.00     10.110     1.0208
  1.0000     46.41   10.00     10.1036    1.0196
  1.0000    100      10.00     10.0995    1.0175
  1.0000      0.4641 100.0     100.00     1.0000
  1.0000      1      100.0     100.000    1.0000
  1.0000      2.154  100.0     100.00     1.0000
  1.0000      4.641  100.0     100.00     1.0000
  1.0000     10      100.0     100.00     1.0000
  1.0000     21.54   100.0     100.000    1.0000
  1.0000     46.41   100.0     100.000    1.0000
  1.0000    100      100.0     100.000    1.0000
  2.154       0.4641  0.01       1.0000    0.4641
  2.154       1       0.01       1.0000    1.000
  2.154       2.154   0.01       1.0000    2.154
  2.154       4.641   0.01       1.000     4.641
  2.154      10       0.01       1.000    10.00
  2.154      21.54    0.01       1.000    21.54
  2.154      46.41    0.01       1.000    46.41
  2.154     100       0.01       1.000    100.00
  2.154       0.4641  0.1       1.043     0.4899
  2.154       1       0.1       1.0377    1.0498
  2.154       2.154   0.1       1.0316    2.2395
  2.154       4.641   0.1       1.0267    4.779
  2.154      10       0.1       1.0235   10.04
  2.154      21.54    0.1       1.0216   20.4 
  2.154      46.41    0.1       1.0207   38.9
  2.154     100       0.1       1.0200   68.3
  2.154       0.4641  0.46425   1.3770    0.656
  2.154       1       0.46425   1.3310    1.283
  2.154       2.154   0.4641    1.2803    2.562
  2.154       4.641   0.4641    1.2435    4.673
  2.154      10       0.4641    1.2177    7.28
  2.154      21.54    0.4641    1.2034    9.58
  2.154     46.41     0.4641    1.1962   11.1 
  2.154     100       0.4641    1.1927   12.0 
  2.154       0.4641  1.0000    1.944     0.793
  2.154       1       1.0000    1.840     1.512
  2.154       2.154   1.0000    1.7302    2.669 
  2.154       4.641   1.0000    1.6434    3.829
  2.154      10       1.0000    1.5904    4.47
  2.154      21.54    1.0000    1.563     4.71
  2.154      46.41    1.0000    1.550     4.79
  2.154     100       1.0000    1.543     4.83
  2.154       0.4641  2.1547    3.1933    0.999
  2.154       1       2.1547    2.9787    1.750
  2.154       2.154   2.154     2.7635    2.561
  2.154       4.641   2.154     2.6152    2.881
  2.154      10       2.154     2.540     2.88 
  2.154      21.54    2.154     2.507     2.849
  2.154      46.41    2.154     2.492     2.831
  2.154     100       2.154     2.485     2.821
  2.154       0.4641 10.00     11.537     1.436 
  2.154       1      10.00     10.814     2.042
  2.154       2.154  10.00     10.3134    2.2397
  2.154       4.641  10.00     10.1441    2.2124
  2.154      10      10.00     10.1024    2.1967
  2.154      21.54   10.00     10.0892    2.1913
  2.154      46.41   10.00     10.0841    2.1892
  2.154     100      10.00     10.0819    2.1882
  2.154       0.4641 100.0     100.00     2.154
  2.154       1      100.0     100.000    2.154
  2.154       2.154  100.0     100.00     2.154
  2.154       4.641  100.0     100.00     2.154
  2.154      10      100.0     100.00     2.154
  2.154      21.54   100.0     100.000    2.154
  2.154      46.41   100.0     100.000    2.154
  2.154     100      100.0     100.000    2.154
  4.641       0.4641  0.01       1.0000    0.4641
  4.641       1       0.01       1.0000    1.000
  4.641       2.154   0.01       1.0000    2.154
  4.641       4.641   0.01       1.000     4.641
  4.641      10       0.01       1.000    10.00
  4.641      21.54    0.01       1.000    21.54
  4.641      46.41    0.01       1.000    46.41
  4.641     100       0.01       1.000    100.00
  4.641       0.4641  0.1       1.0198    0.4786
  4.641       1       0.1       1.0174    1.0300
  4.641       2.154   0.1       1.01441   2.2124
  4.641       4.641   0.1       1.0125    4.776
  4.641      10       0.1       1.011    10.30
  4.641      21.54    0.1       1.0102   22.2 
  4.641      46.41    0.1       1.00950  47.6
  4.641     100       0.1       1.00928 100.9
  4.641       0.4641  0.46425   1.2772    0.640
  4.641       1       0.46425   1.2465    1.338
  4.641       2.154   0.46425   1.2141    2.881
  4.641       4.641   0.4641    1.1866    6.08
  4.641      10       0.4641    1.1678   11.86
  4.641      21.54    0.4641    1.1569   20.3
  4.641     46.41     0.4641    1.1514   29.7
  4.641     100       0.4641    1.1486   37.64
  4.641       0.4641  1.0000    1.796     0.887
  4.641       1       1.0000    1.724     1.84
  4.641       2.154   1.0000    1.6434    3.829
  4.641       4.641   1.0000    1.5752    6.86
  4.641      10       1.0000    1.5316    9.62
  4.641      21.54    1.0000    1.5082   11.20
  4.641      46.41    1.0000    1.497    11.93
  4.641     100       1.0000    1.491    12.26
  4.641       0.4641  2.1547    2.9994    1.29
  4.641       1       2.1547    2.8464    2.60
  4.641       2.154   2.1547    2.6794    4.673
  4.641       4.641   2.154     2.5558    6.081
  4.641      10       2.154     2.4911    6.37
  4.641      21.54    2.154     2.4618    6.36 
  4.641      46.41    2.154     2.4488    6.33 
  4.641     100       2.154     2.4430    6.31 
  4.641       0.4641 10.00     11.22      2.36 
  4.641       1      10.00     10.671     3.96
  4.641       2.154  10.00     10.267     4.779
  4.641       4.641  10.00     10.1224    4.773 
  4.641      10      10.00     10.0869    4.739 
  4.641      21.54   10.00     10.0757    4.727 
  4.641      46.41   10.00     10.0713    4.722 
  4.641     100      10.00     10.0694    4.720
  4.641       0.4641 100.0     100.00     4.641
  4.641       1      100.0     100.000    4.641
  4.641       2.154  100.0     100.00     4.641
  4.641       4.641  100.0     100.00     4.641
  4.641      10      100.0     100.00     4.641
  4.641      21.54   100.0     100.000    4.641
  4.641      46.41   100.0     100.000    4.641
  4.641     100      100.0     100.000    4.641
  10          0.4641  0.01       1.0000    0.4641
  10          1       0.01       1.0000    1.000
  10          2.154   0.01       1.0000    2.154
  10          4.641   0.01       1.000     4.641
  10         10       0.01       1.000    10.00
  10         21.54    0.01       1.000    21.54
  10         46.41    0.01       1.000    46.41
  10        100       0.01       1.000    100.00
  10          0.4641  0.1       1.0141    0.4746
  10          1       0.1       1.01243   1.0219
  10          2.154   0.1       1.01024   2.1967
  10          4.641   0.1       1.00869   4.739
  10         10       0.1       1.00766  10.23
  10         21.54    0.1       1.00706  22.05
  10         46.41    0.1       1.00674  47.5
  10        100       0.1       1.00658 102.2
  10          0.4641  0.46425   1.23352   0.632
  10          1       0.46425   1.20706   1.327
  10          2.154   0.46425   1.1792    2.88
  10          4.641   0.46425   1.1565    6.37
  10         10       0.4641    1.1409   13.69
  10         21.54    0.4641    1.1317   27.7 
  10        46.41     0.4641    1.1269    51  
  10        100       0.4641    1.12446   83  
  10          0.4641  1.0000    1.719     0.91
  10          1       1.0000    1.658     1.95
  10          2.154   1.0000    1.5904    4.47
  10          4.641   1.0000    1.5316    9.62
  10         10       1.0000    1.4928   16.89
  10         21.54    1.0000    1.4717   23.4 
  10         46.41    1.0000    1.4612   27.5 
  10        100       1.0000    1.4562   29.7 
  10          0.4641  2.1547    2.8873    1.44
  10          1       2.1547    2.7645    3.26
  10          2.154   2.1547    2.6238    7.28
  10          4.641   2.1547    2.5163   11.86
  10         10       2.154     2.4573   13.68
  10         21.54    2.154     2.4308   14.02
  10         46.41    2.154     2.4190   14.06
  10        100       2.154     2.4136   14.06
  10          0.4641 10.00     11.04     3.34
  10          1      10.00     10.573    7.02
  10          2.154  10.00     10.235    10.04
  10          4.641  10.00     10.11     10.30
  10         10      10.00     10.0765   10.228 
  10         21.54   10.00     10.0667   10.201 
  10         46.41   10.00     10.0628   10.189 
  10        100      10.00     10.0611   10.184
  10          0.4641 100.0     100.00    10
  10          1      100.0     100.000   10
  10          2.154  100.0     100.00    10
  10          4.641  100.0     100.00    10
  10         10      100.0     100.00    10
  10         21.54   100.0     100.000   10
  10         46.41   100.0     100.000   10
  10        100      100.0     100.000   10
  21.54       0.4641  0.01       1.0000    0.4641
  21.54       1       0.01       1.0000    1.000
  21.54       2.154   0.01       1.0000    2.154
  21.54       4.641   0.01       1.000     4.641
  21.54      10       0.01       1.000    10.00
  21.54      21.54    0.01       1.000    21.54
  21.54      46.41    0.01       1.000    46.41
  21.54     100       0.01       1.000    100.00
  21.54       0.4641  0.1       1.01233   0.4733
  21.54       1       0.1       1.011     1.0208
  21.54       2.154   0.1       1.00892   2.1913
  21.54       4.641   0.1       1.00757   4.727
  21.54      10       0.1       1.00667  10.201
  21.54      21.54    0.1       1.00615  21.99
  21.54      46.41    0.1       1.00587  47.4
  21.54     100       0.1       1.00573 102 
  21.54       0.4641  0.46425   1.21402   0.622
  21.54       1       0.46425   1.18942   1.308
  21.54       2.154   0.46425   1.16388   2.849
  21.54       4.641   0.46425   1.14290   6.36
  21.54      10       0.46425   1.12851  14.02
  21.54      21.54    0.4641    1.11995  29.98
  21.54     46.41     0.4641    1.11554  61.3 
  21.54     100       0.4641    1.11336  117  
  21.54       0.4641  1.0000    1.682     0.91
  21.54       1       1.0000    1.625     1.98
  21.54       2.154   1.0000    1.563     4.71
  21.54       4.641   1.0000    1.5082   11.20
  21.54      10       1.0000    1.4717   23.4
  21.54      21.54    1.0000    1.4516   39.5 
  21.54      46.41    1.0000    1.4416   54.4
  21.54     100       1.0000    1.43670  64.7 
  21.54       0.4641  2.1547    2.82913   1.50
  21.54       1       2.1547    2.7214    3.63
  21.54       2.154   2.1547    2.5930    9.58
  21.54       4.641   2.1547    2.4928   20.3
  21.54      10       2.1547    2.4385   27.7
  21.54      21.54    2.154     2.4126   30.0
  21.54      46.41    2.154     2.4015   30.6
  21.54     100       2.154     2.3964   30.9  
  21.54       0.4641 10.00     10.94      4.10
  21.54       1      10.00     10.536    10.9 
  21.54       2.154  10.00     10.216    20.4
  21.54       4.641  10.00     10.102    22.2
  21.54      10      10.00     10.0706   22.05
  21.54      21.54   10.00     10.0614   21.99  
  21.54      46.41   10.00     10.0578   21.97  
  21.54     100      10.00     10.0563   21.96  
  21.54       0.4641 100.0     100.00     21.54
  21.54       1      100.0     100.000    21.54
  21.54       2.154  100.0     100.00     21.54
  21.54       4.641  100.0     100.00     21.54
  21.54      10      100.0     100.00     21.54
  21.54      21.54   100.0     100.000    21.54
  21.54      46.41   100.0     100.000    21.54
  21.54     100      100.0     100.000    21.54
  46.41       0.4641  0.01       1.0000    0.4641
  46.41       1       0.01       1.0000    1.000
  46.41       2.154   0.01       1.0000    2.154
  46.41       4.641   0.01       1.000     4.641
  46.41      10       0.01       1.000    10.00
  46.41      21.54    0.01       1.000    21.54
  46.41      46.41    0.01       1.000    46.41
  46.41     100       0.01       1.000    100.00
  46.41       0.4641  0.1       1.01162   0.4728
  46.41       1       0.1       1.01036   1.0196
  46.41       2.154   0.1       1.00841   2.1892
  46.41       4.641   0.1       1.00713   4.722
  46.41      10       0.1       1.00628  10.189
  46.41      21.54    0.1       1.00578  21.97
  46.41      46.41    0.1       1.00553  47.4
  46.41     100       0.1       1.00540  102 
  46.41       0.4641  0.46425   1.20566   0.617
  46.41       1       0.46425   1.18060   1.288
  46.41       2.154   0.46425   1.15692   2.831
  46.41       4.641   0.46425   1.13686   6.33
  46.41      10       0.46425   1.12303  14.06
  46.41      21.54    0.46425   1.11490  30.6
  46.41     46.41     0.4641    1.11053  65.1
  46.41     100       0.4641    1.10844  134  
  46.41       0.4641  1.0000    1.664     0.91
  46.41       1       1.0000    1.610     1.98
  46.41       2.154   1.0000    1.550     4.79
  46.41       4.641   1.0000    1.497    11.93
  46.41      10       1.0000    1.4612   27.5
  46.41      21.54    1.0000    1.4416   54.4
  46.41      46.41    1.0000    1.43170  89.1 
  46.41     100       1.0000    1.42702  122  
  46.41       0.4641  2.1547    2.8033    1.53
  46.41       1       2.1547    2.6998    3.81
  46.41       2.154   2.1547    2.5775   11.1
  46.41       4.641   2.1547    2.48093  29.7
  46.41      10       2.1547    2.42814  51
  46.41      21.54    2.1547    2.40366  61.3
  46.41      46.41    2.154     2.39229  65.1
  46.41     100       2.154     2.38741  66.6
  46.41       0.4641 10.00     10.89      4.57
  46.41       1      10.00     10.513    14.6
  46.41       2.154  10.00     10.207    38.9
  46.41       4.641  10.00     10.0950   47.6
  46.41      10      10.00     10.0674   47.5
  46.41      21.54   10.00     10.0587   47.4
  46.41      46.41   10.00     10.0552   47.4   
  46.41     100      10.00     10.0537   47.34
  46.41       0.4641 100.0     100.00     46.41
  46.41       1      100.0     100.000    46.41
  46.41       2.154  100.0     100.00     46.41
  46.41       4.641  100.0     100.00     46.41
  46.41      10      100.0     100.00     46.41
  46.41      21.54   100.0     100.000    46.41
  46.41      46.41   100.0     100.000    46.41
  46.41     100      100.0     100.000    46.41
  100         0.4641  0.01       1.0000    0.4641
  100         1       0.01       1.0000    1.000
  100         2.154   0.01       1.0000    2.154
  100         4.641   0.01       1.000     4.641
  100        10       0.01       1.000    10.00
  100        21.54    0.01       1.000    21.54
  100        46.41    0.01       1.000    46.41
  100       100       0.01       1.000    100.00
  100         0.4641  0.1       1.01131   0.4726
  100         1       0.1       1.00995   1.0175
  100         2.154   0.1       1.00819   2.1882
  100         4.641   0.1       1.00694   4.720
  100        10       0.1       1.00611  10.189
  100        21.54    0.1       1.00563  21.96
  100        46.41    0.1       1.00537  47.34
  100       100       0.1       1.00526  102 
  100         0.4641  0.46425   1.20149   0.615
  100         1       0.46425   1.17734   1.287
  100         2.154   0.46425   1.15367   2.821
  100         4.641   0.46425   1.13417   6.31
  100        10       0.46425   1.12052  14.06
  100        21.54    0.46425   1.11253  30.9
  100       46.41     0.46425   1.10836  66.6
  100       100       0.4641    1.10620   141
  100         0.4641  1.0000    1.656     0.90
  100         1       1.0000    1.602     1.98
  100         2.154   1.0000    1.543     4.83
  100         4.641   1.0000    1.491    11.26
  100        10       1.0000    1.4562   29.7
  100        21.54    1.0000    1.4367   64.7
  100        46.41    1.0000    1.42702   122
  100       100       1.0000    1.42238   196
  100         0.4641  2.1547    2.79035    1.54
  100         1       2.1547    2.68908    3.89
  100         2.154   2.1547    2.56992   12.0
  100         4.641   2.1547    2.4749    37.64
  100        10       2.1547    2.42288   83
  100        21.54    2.1547    2.3990    117
  100        46.41    2.1547    2.38836   134
  100       100       2.154     2.38288   141
  100         0.4641 10.00     10.87        4.82 
  100         1      10.00     10.498      16.5
  100         2.154  10.00     10.2        68.3
  100         4.641  10.00     10.0928    100.9
  100        10      10.00     10.0658    102.2
  100        21.54   10.00     10.0573    102
  100        46.41   10.00     10.0540    102
  100       100      10.00     10.0524    102   
  100         0.4641 100.0     100.00     100
  100         1      100.0     100.000    100
  100         2.154  100.0     100.00     100
  100         4.641  100.0     100.00     100
  100        10      100.0     100.00     100
  100        21.54   100.0     100.000    100
  100        46.41   100.0     100.000    100
  100       100      100.0     100.000    100

